PRICE_NG_SPEC,PRICE_eMET_SPEC,PRICE_H2_SPEC,PRICE_NH3_SPEC,CC_VRE_VRE1,CC_VRE_VRE3,CC_ES_ES1,cluster,Fitness
64.0,227.0,20.0,78.0,115000.0,203100.0,10010.0,0,10188226.235291792
73.0,273.0,20.0,26.0,115000.0,203100.0,10010.0,2,9514932.125435002
50.0,136.0,20.0,78.0,203000.0,203100.0,10010.0,3,10175264.149455842
64.0,318.0,20.0,78.0,203000.0,355100.0,10010.0,1,10415895.401186442
64.0,273.0,20.0,130.0,115000.0,203100.0,10010.0,1,9488464.956841324
64.0,182.0,170.0,78.0,115000.0,203100.0,21710.0,4,10013846.338277305
50.0,227.0,20.0,78.0,115000.0,203100.0,10010.0,4,9416470.807247613
73.0,273.0,57.0,26.0,142500.0,203100.0,10010.0,1,10045459.22397627
64.0,136.0,20.0,26.0,115000.0,355100.0,42380.0,3,9676373.175733056
64.0,227.0,170.0,26.0,115000.0,203100.0,21710.0,2,11992952.279191434
50.0,182.0,20.0,26.0,115000.0,203100.0,10010.0,1,8832385.097652191
50.0,273.0,20.0,26.0,115000.0,507000.0,21710.0,0,9009282.526821077
73.0,136.0,20.0,130.0,115000.0,203100.0,10010.0,1,8215164.728345601
73.0,136.0,20.0,130.0,115000.0,203100.0,21710.0,1,9230059.085992936
64.0,136.0,20.0,130.0,115000.0,507000.0,10010.0,3,8074472.397022407
64.0,182.0,20.0,78.0,203000.0,203100.0,21710.0,0,10990258.753618622
64.0,273.0,170.0,130.0,142500.0,203100.0,10010.0,1,11039865.113026896
50.0,273.0,20.0,26.0,115000.0,355100.0,21710.0,3,10720522.738183914
73.0,318.0,20.0,26.0,115000.0,203100.0,21710.0,1,10530656.079480404
50.0,136.0,20.0,78.0,115000.0,203100.0,21710.0,0,9983627.08732721
73.0,182.0,20.0,26.0,142500.0,355100.0,10010.0,3,9405860.040541796
50.0,136.0,20.0,78.0,142500.0,203100.0,10010.0,4,8529360.414060121
73.0,273.0,20.0,130.0,142500.0,355100.0,10010.0,1,11879721.70043407
64.0,227.0,20.0,78.0,115000.0,507000.0,21710.0,0,11185990.117759168
73.0,273.0,20.0,26.0,142500.0,203100.0,10010.0,1,10147845.616256336
64.0,273.0,170.0,26.0,115000.0,203100.0,10010.0,0,9534672.87491991
73.0,136.0,20.0,130.0,115000.0,507000.0,21710.0,3,8622144.926076801
64.0,318.0,170.0,78.0,115000.0,203100.0,10010.0,0,10070395.44211268
50.0,136.0,20.0,78.0,115000.0,203100.0,21710.0,4,9182874.335881997
64.0,273.0,20.0,26.0,142500.0,507000.0,21710.0,0,9959695.338148257
50.0,136.0,95.0,130.0,115000.0,355100.0,21710.0,1,11548223.50052142
64.0,273.0,20.0,130.0,115000.0,203100.0,10010.0,1,9414298.946676703
64.0,136.0,57.0,130.0,203000.0,355100.0,10010.0,0,11600684.286430018
73.0,273.0,20.0,130.0,142500.0,355100.0,10010.0,2,10855342.55611316
73.0,318.0,20.0,78.0,115000.0,203100.0,10010.0,1,9267843.8295745
64.0,136.0,20.0,130.0,115000.0,355100.0,10010.0,4,9170708.671711396
64.0,136.0,20.0,130.0,115000.0,203100.0,10010.0,1,9004918.22920061
64.0,182.0,20.0,130.0,115000.0,203100.0,42380.0,3,11861880.171136094
73.0,182.0,20.0,26.0,115000.0,203100.0,10010.0,2,8710057.54705416
50.0,136.0,20.0,26.0,203000.0,355100.0,10010.0,4,11467732.630784236
73.0,136.0,20.0,78.0,142500.0,203100.0,42380.0,1,10106300.912627406
50.0,136.0,20.0,78.0,115000.0,507000.0,21710.0,3,8630739.507885175
50.0,273.0,20.0,26.0,115000.0,203100.0,10010.0,0,9366262.65542586
73.0,136.0,20.0,130.0,115000.0,203100.0,21710.0,1,9230059.11978978
64.0,273.0,20.0,26.0,142500.0,507000.0,21710.0,3,9221777.601134911
64.0,136.0,20.0,130.0,115000.0,355100.0,10010.0,1,10517639.193045009
73.0,182.0,20.0,26.0,115000.0,203100.0,42380.0,0,11978044.58080086
73.0,227.0,20.0,78.0,115000.0,355100.0,10010.0,3,8859818.564754708
64.0,136.0,20.0,26.0,115000.0,203100.0,10010.0,1,8944377.443876978
64.0,227.0,20.0,26.0,203000.0,355100.0,10010.0,4,10935619.390048727
73.0,136.0,20.0,130.0,115000.0,203100.0,10010.0,1,8215164.728345601
64.0,136.0,20.0,26.0,203000.0,203100.0,21710.0,1,9484912.884235945
50.0,273.0,132.0,26.0,115000.0,355100.0,10010.0,0,11859752.343719283
50.0,227.0,20.0,78.0,115000.0,203100.0,10010.0,4,8697411.020128643
64.0,273.0,20.0,78.0,203000.0,355100.0,10010.0,4,10115810.743139155
64.0,227.0,57.0,130.0,142500.0,203100.0,10010.0,4,10040603.57068193
73.0,136.0,20.0,78.0,115000.0,355100.0,21710.0,0,8809618.639458727
64.0,136.0,20.0,26.0,115000.0,203100.0,10010.0,1,9061471.214651022
50.0,136.0,57.0,130.0,115000.0,355100.0,21710.0,3,10865514.170714848
50.0,273.0,20.0,130.0,115000.0,355100.0,21710.0,1,11489091.737789668
50.0,227.0,20.0,78.0,203000.0,203100.0,10010.0,1,9287186.5330146
50.0,136.0,20.0,130.0,142500.0,355100.0,21710.0,1,11109667.167059228
64.0,136.0,20.0,130.0,142500.0,203100.0,10010.0,0,9015653.54299306
73.0,273.0,20.0,26.0,115000.0,203100.0,10010.0,1,9426784.969750792
50.0,227.0,20.0,130.0,115000.0,203100.0,10010.0,0,8598776.636344371
64.0,136.0,20.0,26.0,115000.0,203100.0,10010.0,4,8631166.134920936
73.0,136.0,20.0,78.0,115000.0,203100.0,10010.0,1,8673396.28930714
50.0,136.0,20.0,78.0,115000.0,203100.0,42380.0,4,10138981.471364437
73.0,136.0,20.0,78.0,115000.0,507000.0,10010.0,3,8484489.20916432
50.0,136.0,20.0,78.0,115000.0,355100.0,10010.0,3,8731418.551262962
64.0,273.0,20.0,26.0,203000.0,203100.0,42380.0,4,10358426.154465022
73.0,182.0,95.0,26.0,115000.0,203100.0,42380.0,2,11811931.1960289
64.0,227.0,57.0,78.0,115000.0,203100.0,10010.0,0,10209194.909418346
64.0,182.0,20.0,130.0,142500.0,203100.0,21710.0,2,10368438.596944064
73.0,182.0,20.0,26.0,203000.0,203100.0,10010.0,1,9038061.924754918
73.0,136.0,132.0,78.0,115000.0,507000.0,10010.0,3,10775508.851926189
50.0,136.0,20.0,78.0,115000.0,355100.0,10010.0,3,7995287.288841389
64.0,136.0,20.0,130.0,115000.0,203100.0,10010.0,1,9142917.843900513
50.0,273.0,95.0,78.0,115000.0,203100.0,10010.0,3,10063816.276493326
50.0,136.0,95.0,130.0,142500.0,203100.0,42380.0,1,9985160.771697763
73.0,182.0,95.0,78.0,115000.0,203100.0,10010.0,1,9987982.892213663
50.0,273.0,20.0,26.0,142500.0,203100.0,10010.0,1,9664499.221052296
73.0,318.0,20.0,130.0,115000.0,355100.0,21710.0,0,8768705.411438128
73.0,318.0,20.0,130.0,203000.0,203100.0,10010.0,1,9290877.942297546
50.0,136.0,20.0,78.0,115000.0,203100.0,42380.0,4,9633553.35603825
50.0,136.0,20.0,78.0,115000.0,203100.0,10010.0,4,8680444.262572745
64.0,182.0,20.0,26.0,142500.0,355100.0,10010.0,0,9219354.746514175
50.0,136.0,132.0,26.0,203000.0,203100.0,42380.0,0,11203121.816442944
64.0,136.0,20.0,130.0,142500.0,507000.0,10010.0,3,8363505.640008396
73.0,182.0,20.0,26.0,115000.0,355100.0,10010.0,0,10266409.880206976
50.0,136.0,20.0,78.0,115000.0,203100.0,10010.0,4,8870699.903755203
64.0,136.0,20.0,130.0,115000.0,203100.0,10010.0,1,8630455.097896118
73.0,136.0,170.0,130.0,142500.0,203100.0,21710.0,1,10078260.339704402
50.0,182.0,20.0,26.0,115000.0,507000.0,10010.0,3,8486805.91998836
64.0,136.0,20.0,130.0,115000.0,203100.0,10010.0,1,8454671.520366505
50.0,182.0,20.0,130.0,115000.0,355100.0,10010.0,4,10371048.189955654
73.0,273.0,20.0,26.0,115000.0,203100.0,10010.0,0,9471342.331981782
50.0,136.0,170.0,26.0,115000.0,355100.0,10010.0,4,11053962.159155987
50.0,136.0,20.0,78.0,203000.0,203100.0,10010.0,0,9159820.34528229
50.0,136.0,20.0,78.0,115000.0,203100.0,10010.0,0,8574556.208303455
64.0,273.0,20.0,130.0,115000.0,203100.0,10010.0,1,9252920.287795056
50.0,182.0,20.0,130.0,115000.0,203100.0,10010.0,0,9518551.768043904
50.0,136.0,57.0,78.0,142500.0,355100.0,10010.0,3,11014268.10223413
64.0,136.0,95.0,130.0,115000.0,355100.0,10010.0,4,10936827.977682067
73.0,136.0,20.0,130.0,115000.0,203100.0,10010.0,1,8215164.731483909
73.0,136.0,20.0,78.0,115000.0,203100.0,10010.0,4,8747880.6124546
73.0,182.0,57.0,26.0,203000.0,203100.0,10010.0,2,10152359.212588144
50.0,136.0,20.0,78.0,115000.0,507000.0,10010.0,3,9342147.689049363
73.0,182.0,20.0,26.0,203000.0,203100.0,10010.0,0,10405050.312503636
64.0,227.0,20.0,78.0,115000.0,507000.0,21710.0,3,9355674.281162703
64.0,136.0,20.0,130.0,115000.0,203100.0,21710.0,4,9648691.045177892
73.0,227.0,20.0,26.0,142500.0,203100.0,21710.0,1,9775544.656367255
73.0,227.0,20.0,78.0,115000.0,355100.0,21710.0,1,11161005.911234492
50.0,136.0,20.0,78.0,115000.0,203100.0,10010.0,4,8875394.031139001
64.0,136.0,20.0,26.0,115000.0,203100.0,10010.0,1,9317705.48275713
64.0,227.0,170.0,26.0,115000.0,203100.0,10010.0,0,10288026.98409892
73.0,227.0,95.0,130.0,203000.0,203100.0,42380.0,1,11402482.13805442
50.0,182.0,20.0,26.0,142500.0,203100.0,21710.0,1,9209127.58671458
73.0,227.0,20.0,78.0,115000.0,507000.0,21710.0,0,9494020.539450474
64.0,136.0,20.0,130.0,115000.0,203100.0,21710.0,1,9280201.557416754
73.0,136.0,20.0,78.0,142500.0,203100.0,10010.0,1,8667263.718793895
50.0,227.0,20.0,78.0,115000.0,355100.0,21710.0,4,11584754.353572644
50.0,136.0,57.0,78.0,203000.0,203100.0,10010.0,1,10445593.166082092
50.0,318.0,20.0,26.0,115000.0,203100.0,42380.0,4,8928887.244285833
64.0,136.0,20.0,130.0,115000.0,203100.0,10010.0,1,8630431.641778648
73.0,136.0,20.0,130.0,115000.0,355100.0,10010.0,1,8888428.439152306
64.0,136.0,20.0,26.0,115000.0,203100.0,10010.0,1,8423707.903866356
73.0,227.0,170.0,78.0,115000.0,203100.0,21710.0,0,10167235.711151913
64.0,136.0,95.0,26.0,115000.0,507000.0,10010.0,0,10342536.310507286
64.0,136.0,95.0,26.0,115000.0,355100.0,21710.0,1,10715211.57759833
73.0,227.0,57.0,78.0,115000.0,203100.0,10010.0,4,9272593.403181495
50.0,136.0,20.0,78.0,115000.0,203100.0,10010.0,4,8682767.279170813
50.0,136.0,95.0,78.0,115000.0,203100.0,10010.0,2,9020678.611180604
64.0,227.0,20.0,78.0,115000.0,203100.0,10010.0,0,9588347.306361793
64.0,136.0,20.0,78.0,115000.0,355100.0,42380.0,0,11152828.477592535
64.0,318.0,20.0,130.0,115000.0,203100.0,21710.0,1,9933914.47103618
64.0,273.0,20.0,78.0,142500.0,355100.0,10010.0,1,10839860.22745499
64.0,227.0,20.0,78.0,115000.0,203100.0,21710.0,0,9706251.59040748
64.0,136.0,132.0,130.0,115000.0,355100.0,10010.0,1,10957207.379916998
64.0,136.0,20.0,130.0,142500.0,507000.0,42380.0,3,10560094.041803062
50.0,136.0,132.0,26.0,203000.0,203100.0,10010.0,0,10193291.466088451
64.0,273.0,20.0,78.0,203000.0,203100.0,42380.0,3,10851139.776157215
50.0,182.0,132.0,78.0,203000.0,203100.0,21710.0,4,11392100.519595088
73.0,136.0,20.0,130.0,115000.0,203100.0,10010.0,1,8777517.782709487
50.0,273.0,20.0,26.0,115000.0,203100.0,10010.0,1,9072287.366593068
64.0,273.0,132.0,26.0,142500.0,355100.0,10010.0,4,11976629.103153383
64.0,136.0,20.0,78.0,203000.0,203100.0,42380.0,4,10997238.59641586
64.0,136.0,20.0,130.0,115000.0,203100.0,10010.0,1,8012221.869528466
64.0,136.0,20.0,130.0,142500.0,203100.0,10010.0,3,8363505.506292395
64.0,136.0,170.0,130.0,203000.0,203100.0,21710.0,1,11260365.450851737
64.0,136.0,20.0,130.0,115000.0,203100.0,10010.0,1,8337707.034732649
73.0,182.0,132.0,78.0,142500.0,203100.0,21710.0,0,10524730.916067328
50.0,136.0,20.0,130.0,115000.0,203100.0,10010.0,1,8422247.181767883
50.0,136.0,20.0,78.0,115000.0,203100.0,10010.0,4,8479397.952307116
73.0,136.0,20.0,78.0,115000.0,507000.0,10010.0,3,8306527.842448211
73.0,136.0,20.0,130.0,115000.0,203100.0,10010.0,1,8508858.13466801
50.0,136.0,20.0,26.0,115000.0,355100.0,10010.0,0,8354521.110019669
73.0,136.0,20.0,78.0,115000.0,507000.0,10010.0,1,9483442.303891374
50.0,136.0,57.0,78.0,203000.0,203100.0,21710.0,4,10820604.659808796
73.0,273.0,20.0,26.0,115000.0,203100.0,21710.0,3,8872687.101459928
50.0,136.0,20.0,78.0,115000.0,203100.0,10010.0,4,8503751.950603414
50.0,136.0,20.0,130.0,203000.0,355100.0,10010.0,0,9722390.61612166
50.0,182.0,20.0,26.0,142500.0,203100.0,10010.0,1,8973373.324098947
73.0,182.0,20.0,26.0,142500.0,355100.0,10010.0,3,9060662.71207784
50.0,136.0,20.0,26.0,203000.0,507000.0,21710.0,3,10165399.168111583
73.0,136.0,20.0,130.0,115000.0,203100.0,10010.0,1,8237948.6452561505
73.0,136.0,20.0,78.0,115000.0,203100.0,10010.0,4,8382651.260891653
64.0,318.0,95.0,26.0,203000.0,203100.0,21710.0,4,10120858.179655569
73.0,227.0,20.0,78.0,142500.0,355100.0,10010.0,3,9724247.76230464
73.0,182.0,132.0,26.0,115000.0,203100.0,21710.0,2,9895344.538026936
50.0,136.0,20.0,78.0,115000.0,203100.0,21710.0,4,9383097.520096453
64.0,182.0,20.0,78.0,115000.0,203100.0,10010.0,2,9153848.387827484
73.0,227.0,20.0,78.0,115000.0,203100.0,21710.0,1,8663645.128817225
50.0,227.0,20.0,78.0,115000.0,203100.0,21710.0,1,9214630.740399972
64.0,227.0,20.0,26.0,115000.0,203100.0,10010.0,4,8400260.324231526
50.0,318.0,20.0,26.0,203000.0,203100.0,21710.0,0,10392654.267671252
50.0,136.0,20.0,78.0,115000.0,203100.0,10010.0,4,8682767.279170813
50.0,136.0,20.0,78.0,115000.0,203100.0,10010.0,4,8675563.066409858
50.0,136.0,20.0,78.0,203000.0,355100.0,10010.0,4,11400614.126832196
73.0,182.0,20.0,26.0,115000.0,507000.0,10010.0,4,11965522.907165805
50.0,318.0,20.0,78.0,203000.0,355100.0,10010.0,0,10286245.163071211
64.0,227.0,132.0,26.0,115000.0,507000.0,10010.0,4,11776751.355899556
64.0,136.0,20.0,78.0,115000.0,203100.0,10010.0,3,8129234.813229977
50.0,136.0,20.0,26.0,115000.0,355100.0,10010.0,1,10161978.789911842
73.0,273.0,20.0,78.0,115000.0,203100.0,10010.0,3,8976007.959561992
64.0,273.0,20.0,130.0,115000.0,203100.0,21710.0,1,9443564.79323198
64.0,136.0,20.0,78.0,115000.0,203100.0,42380.0,4,8896956.75175079
50.0,318.0,20.0,26.0,115000.0,507000.0,10010.0,0,8609469.169580113
64.0,136.0,20.0,78.0,115000.0,203100.0,21710.0,4,8447447.71466449
64.0,227.0,95.0,78.0,203000.0,507000.0,10010.0,3,11963177.753730971
50.0,136.0,20.0,130.0,203000.0,203100.0,10010.0,4,9445023.153053332
73.0,227.0,20.0,78.0,142500.0,203100.0,21710.0,2,9036895.719054936
64.0,273.0,57.0,26.0,115000.0,203100.0,42380.0,1,10782019.009166216
73.0,136.0,20.0,78.0,115000.0,355100.0,10010.0,1,10253793.438910743
50.0,136.0,20.0,26.0,115000.0,355100.0,10010.0,1,10304773.057562044
64.0,136.0,132.0,78.0,115000.0,507000.0,21710.0,1,10908404.88714199
73.0,136.0,20.0,130.0,115000.0,203100.0,21710.0,4,8202637.378685233
73.0,136.0,132.0,130.0,115000.0,355100.0,10010.0,4,10912439.872553792
73.0,318.0,20.0,130.0,115000.0,203100.0,21710.0,1,8617896.675728856
50.0,136.0,170.0,26.0,115000.0,203100.0,42380.0,1,10056626.89508034
50.0,227.0,20.0,130.0,115000.0,203100.0,10010.0,4,8405608.313480195
73.0,136.0,20.0,130.0,115000.0,507000.0,10010.0,3,8358646.690821864
50.0,182.0,20.0,26.0,115000.0,203100.0,10010.0,1,9037574.275898049
64.0,227.0,20.0,26.0,115000.0,203100.0,10010.0,0,8755561.259718481
64.0,136.0,20.0,78.0,203000.0,203100.0,10010.0,4,8944562.044571623
50.0,182.0,20.0,26.0,203000.0,203100.0,10010.0,1,9596221.931115711
50.0,318.0,132.0,78.0,142500.0,355100.0,10010.0,3,11108549.962082816
50.0,136.0,20.0,130.0,115000.0,355100.0,10010.0,1,10100682.801120078
50.0,182.0,20.0,78.0,115000.0,203100.0,10010.0,3,8150250.77615049
64.0,318.0,20.0,78.0,115000.0,355100.0,10010.0,4,9878602.239231192
73.0,227.0,20.0,78.0,115000.0,355100.0,10010.0,3,8928106.911577674
64.0,136.0,132.0,78.0,115000.0,203100.0,10010.0,4,10966079.962870264
73.0,273.0,20.0,130.0,142500.0,203100.0,10010.0,1,8718628.941557571
73.0,136.0,132.0,26.0,115000.0,203100.0,10010.0,3,9793109.110597497
73.0,273.0,57.0,78.0,115000.0,203100.0,10010.0,3,11409813.139685132
64.0,136.0,20.0,130.0,115000.0,203100.0,10010.0,1,8742330.633850256
73.0,273.0,20.0,26.0,115000.0,203100.0,10010.0,1,9314314.594661737
64.0,182.0,20.0,78.0,203000.0,507000.0,10010.0,0,10288669.947514717
50.0,136.0,57.0,78.0,115000.0,203100.0,42380.0,1,9915784.668269226
73.0,182.0,20.0,26.0,115000.0,203100.0,10010.0,0,9096391.020178895
64.0,227.0,20.0,26.0,115000.0,203100.0,10010.0,4,8180897.919118793
73.0,136.0,20.0,130.0,142500.0,203100.0,10010.0,1,8444675.557725994
73.0,136.0,20.0,130.0,142500.0,203100.0,10010.0,1,8854536.272324065
64.0,136.0,20.0,78.0,115000.0,203100.0,10010.0,4,8648926.4990366
73.0,136.0,20.0,130.0,115000.0,203100.0,10010.0,1,8711850.964073697
73.0,182.0,20.0,130.0,115000.0,203100.0,10010.0,3,8709860.943148987
73.0,227.0,20.0,78.0,115000.0,203100.0,42380.0,2,9151718.3042636
64.0,227.0,20.0,26.0,115000.0,355100.0,10010.0,0,8271367.861101263
73.0,136.0,20.0,78.0,115000.0,203100.0,10010.0,4,8779511.095477715
50.0,136.0,20.0,130.0,115000.0,203100.0,21710.0,2,8745267.948558506
50.0,136.0,20.0,130.0,115000.0,507000.0,10010.0,0,8506812.326456519
73.0,318.0,20.0,78.0,115000.0,203100.0,10010.0,1,9215258.414490988
64.0,182.0,20.0,78.0,203000.0,203100.0,10010.0,0,9351925.192324704
73.0,182.0,57.0,78.0,115000.0,203100.0,10010.0,1,10731916.850533308
73.0,273.0,20.0,130.0,115000.0,203100.0,21710.0,2,9615239.59408919
73.0,182.0,57.0,26.0,115000.0,203100.0,10010.0,1,11349264.71974304
64.0,318.0,20.0,78.0,203000.0,507000.0,21710.0,3,10443616.027334502
73.0,136.0,20.0,130.0,115000.0,203100.0,10010.0,1,8227566.313353697
73.0,136.0,132.0,130.0,142500.0,203100.0,10010.0,1,9594665.859660238
64.0,136.0,20.0,130.0,115000.0,507000.0,10010.0,3,8048774.85695857
73.0,136.0,20.0,130.0,115000.0,203100.0,10010.0,1,8331774.697455753
64.0,136.0,20.0,130.0,203000.0,203100.0,10010.0,1,11141612.635150786
73.0,136.0,20.0,26.0,115000.0,355100.0,21710.0,3,9141394.004304511
50.0,136.0,20.0,130.0,115000.0,203100.0,10010.0,4,8067404.489668067
50.0,318.0,20.0,78.0,142500.0,507000.0,42380.0,3,10389818.97198625
64.0,136.0,20.0,130.0,203000.0,203100.0,10010.0,1,9292268.941053286
64.0,136.0,132.0,78.0,115000.0,507000.0,10010.0,3,9787549.41493344
73.0,182.0,20.0,26.0,115000.0,203100.0,10010.0,0,8574367.072692635
64.0,136.0,20.0,78.0,115000.0,355100.0,10010.0,3,8006962.215250215
50.0,136.0,20.0,78.0,115000.0,203100.0,10010.0,4,7961965.582569598
50.0,136.0,20.0,78.0,142500.0,355100.0,10010.0,1,10392442.57593655
73.0,136.0,132.0,78.0,115000.0,203100.0,10010.0,2,9560150.117640177
73.0,136.0,20.0,130.0,115000.0,203100.0,10010.0,1,8513267.00566205
73.0,136.0,20.0,130.0,115000.0,203100.0,10010.0,1,7898531.301158432
64.0,136.0,20.0,130.0,115000.0,355100.0,42380.0,3,11519895.69563353
50.0,136.0,20.0,78.0,115000.0,203100.0,10010.0,4,8130690.946633194
64.0,136.0,20.0,78.0,115000.0,203100.0,10010.0,4,7981932.371336602
50.0,136.0,20.0,130.0,203000.0,507000.0,10010.0,3,9479350.892970946
50.0,136.0,20.0,26.0,115000.0,355100.0,10010.0,3,7908131.286045228
73.0,136.0,20.0,26.0,203000.0,203100.0,10010.0,1,9256493.485294104
64.0,318.0,20.0,78.0,203000.0,203100.0,21710.0,0,10483174.687914103
64.0,136.0,20.0,26.0,115000.0,203100.0,10010.0,1,8249813.961502506
73.0,273.0,20.0,130.0,115000.0,203100.0,10010.0,3,8282624.36258493
64.0,136.0,57.0,130.0,115000.0,203100.0,10010.0,1,9825767.437101668
64.0,182.0,20.0,130.0,115000.0,507000.0,21710.0,3,9251186.849851836
64.0,227.0,20.0,26.0,115000.0,203100.0,10010.0,4,8297411.267498474
73.0,227.0,57.0,26.0,203000.0,203100.0,10010.0,4,10456102.843526429
73.0,136.0,20.0,130.0,115000.0,203100.0,10010.0,1,7918052.471340742
64.0,227.0,20.0,78.0,115000.0,203100.0,10010.0,4,8020433.357492707
50.0,136.0,20.0,130.0,115000.0,355100.0,10010.0,3,8184728.58239582
50.0,182.0,20.0,78.0,115000.0,203100.0,10010.0,4,8557199.443371443
64.0,136.0,20.0,78.0,203000.0,203100.0,10010.0,4,8118260.941589924
64.0,136.0,20.0,130.0,115000.0,203100.0,10010.0,2,8661742.13604697
64.0,136.0,20.0,130.0,115000.0,203100.0,10010.0,1,8454671.578864448
50.0,136.0,57.0,78.0,203000.0,203100.0,10010.0,4,10291419.448577764
64.0,227.0,170.0,78.0,115000.0,203100.0,21710.0,1,10965398.033067675
50.0,182.0,170.0,78.0,115000.0,203100.0,42380.0,4,11472651.150788913
64.0,136.0,20.0,26.0,115000.0,203100.0,10010.0,1,8484777.794418482
73.0,182.0,20.0,26.0,115000.0,203100.0,10010.0,1,8354127.02921177
73.0,136.0,57.0,130.0,115000.0,507000.0,10010.0,3,10960844.250782304
73.0,182.0,20.0,26.0,115000.0,203100.0,10010.0,0,8761543.039850939
50.0,136.0,20.0,78.0,115000.0,355100.0,10010.0,3,8700296.275057347
64.0,136.0,20.0,130.0,115000.0,203100.0,10010.0,1,8454671.520366505
50.0,136.0,20.0,130.0,115000.0,203100.0,10010.0,4,7914019.958624821
50.0,136.0,20.0,130.0,115000.0,355100.0,10010.0,4,9416944.033647696
73.0,136.0,20.0,78.0,115000.0,203100.0,42380.0,4,9521415.522331456
50.0,136.0,57.0,78.0,142500.0,507000.0,10010.0,3,10447957.805768684
64.0,318.0,20.0,26.0,115000.0,355100.0,10010.0,3,8464359.917174492
64.0,227.0,20.0,26.0,115000.0,507000.0,10010.0,4,10595744.801040454
64.0,182.0,132.0,78.0,115000.0,203100.0,21710.0,4,11515482.41095508
73.0,136.0,170.0,130.0,115000.0,355100.0,21710.0,1,11156915.18257665
73.0,136.0,20.0,78.0,142500.0,203100.0,10010.0,4,8572649.284231963
64.0,273.0,20.0,130.0,115000.0,203100.0,42380.0,1,9748206.158956476
73.0,136.0,20.0,130.0,115000.0,203100.0,10010.0,1,8024399.434052758
64.0,136.0,20.0,130.0,142500.0,355100.0,42380.0,3,9970477.826809734
73.0,136.0,20.0,130.0,115000.0,203100.0,10010.0,1,8331804.124100893
73.0,136.0,20.0,78.0,115000.0,507000.0,10010.0,3,7955978.1933313375
73.0,136.0,20.0,78.0,142500.0,203100.0,10010.0,3,8662386.149021847
64.0,136.0,170.0,130.0,142500.0,203100.0,21710.0,1,9426490.62582026
50.0,136.0,20.0,130.0,115000.0,203100.0,10010.0,1,8715777.532438397
73.0,136.0,20.0,130.0,115000.0,203100.0,10010.0,1,8877310.15073014
73.0,136.0,20.0,26.0,142500.0,203100.0,10010.0,1,7942169.016427224
50.0,136.0,20.0,130.0,115000.0,355100.0,10010.0,3,7984556.576178087
50.0,136.0,20.0,78.0,115000.0,203100.0,10010.0,4,8598598.992602425
73.0,136.0,20.0,130.0,115000.0,203100.0,10010.0,4,8631495.889324013
50.0,136.0,20.0,78.0,115000.0,203100.0,42380.0,4,8804379.92391383
73.0,136.0,20.0,130.0,142500.0,203100.0,10010.0,1,8479941.926835733
73.0,136.0,20.0,130.0,115000.0,203100.0,10010.0,3,8590006.77161509
73.0,182.0,20.0,130.0,115000.0,203100.0,10010.0,1,8270032.026908428
64.0,273.0,170.0,130.0,142500.0,203100.0,21710.0,4,11919430.335829483
50.0,227.0,170.0,26.0,115000.0,355100.0,10010.0,3,10922311.829688486
50.0,182.0,20.0,130.0,115000.0,355100.0,10010.0,3,8119801.040163715
50.0,273.0,20.0,130.0,142500.0,203100.0,10010.0,3,9044544.663997166
50.0,136.0,20.0,78.0,115000.0,203100.0,10010.0,4,8313674.998788991
64.0,136.0,20.0,78.0,115000.0,203100.0,10010.0,4,8461045.460173221
64.0,227.0,20.0,78.0,203000.0,203100.0,42380.0,3,10993806.220727503
73.0,273.0,20.0,130.0,203000.0,355100.0,21710.0,3,10660459.310805188
64.0,136.0,20.0,78.0,142500.0,203100.0,42380.0,1,9344118.72204418
64.0,227.0,20.0,130.0,203000.0,203100.0,42380.0,3,11370055.097812053
64.0,136.0,20.0,130.0,115000.0,203100.0,10010.0,1,8508271.736921197
50.0,136.0,170.0,78.0,115000.0,507000.0,21710.0,3,10382328.46938764
73.0,182.0,20.0,78.0,142500.0,355100.0,10010.0,4,10295517.836139292
50.0,136.0,20.0,78.0,115000.0,203100.0,21710.0,4,8605294.704176998
50.0,318.0,170.0,78.0,142500.0,203100.0,10010.0,4,9944694.058595285
64.0,318.0,20.0,26.0,115000.0,355100.0,10010.0,1,10581070.605784144
73.0,136.0,20.0,78.0,115000.0,507000.0,10010.0,1,9870881.78553467
50.0,136.0,20.0,78.0,115000.0,203100.0,10010.0,4,8083591.222024719
73.0,182.0,20.0,26.0,115000.0,203100.0,10010.0,3,8696822.371425383
64.0,136.0,20.0,78.0,115000.0,203100.0,10010.0,3,8156894.035219341
50.0,136.0,20.0,78.0,115000.0,203100.0,10010.0,4,7920195.969440008
50.0,318.0,20.0,26.0,115000.0,507000.0,10010.0,3,8404760.096926345
73.0,136.0,20.0,26.0,142500.0,355100.0,21710.0,0,11590688.627844296
73.0,318.0,57.0,130.0,203000.0,203100.0,21710.0,1,11610136.989715165
73.0,136.0,20.0,130.0,115000.0,355100.0,10010.0,1,10378504.308551207
50.0,318.0,20.0,26.0,115000.0,203100.0,10010.0,1,8912942.102542065
50.0,136.0,20.0,26.0,203000.0,507000.0,10010.0,3,9431958.403082363
73.0,273.0,20.0,130.0,115000.0,203100.0,10010.0,1,8656677.012838893
50.0,136.0,20.0,78.0,115000.0,355100.0,10010.0,3,7995287.288841389
50.0,136.0,20.0,78.0,115000.0,203100.0,21710.0,4,8134502.297658753
